basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20250616,009970,KR7009970005,영원무역홀딩스,KOSPI,136700,5000,3.8,133000,137500,128200,26757,3564797200,13499237,1845345697900
20250616,010040,KR7010040004,한국내화,KOSPI,2440,25,1.04,2435,2455,2365,48917,117589319,41067062,100203631280
20250616,010060,KR7010060002,OCI홀딩스,KOSPI,78700,1200,1.55,77800,78800,74800,97778,7540946750,18814917,1480733967900
20250616,010100,KR7010100006,한국무브넥스,KOSPI,4510,150,3.44,4310,4530,4280,303192,1348605885,30450420,137331394200
20250616,010120,KR7010120004,LS ELECTRIC,KOSPI,286000,28000,10.85,260000,286500,259500,360428,99396833000,30000000,8580000000000
20250616,010130,KR7010130003,고려아연,KOSPI,794000,6000,.76,796000,797000,764000,22924,17947277000,20703283,16438406702000
20250616,010140,KR7010140002,삼성중공업,KOSPI,18070,380,2.15,17630,18090,17500,7131780,127784897465,880000000,15901600000000
20250616,010170,KR7010170009,대한광통신,KOSDAQ,765,45,6.25,720,785,715,1104538,840549625,109511166,83776041990
20250616,010240,KR7010240000,흥국,KOSDAQ,5410,30,.56,5440,5440,5320,12830,68816640,12322696,66665785360
20250616,010280,KR7010280006,아이티센엔텍,KOSDAQ,1268,229,22.04,1065,1350,1053,26046119,33482610284,65123786,82576960648
20250616,010400,KR7010400000,우진아이엔에스,KOSPI,2870,85,3.05,2790,2910,2790,3184,8983357,7622000,21875140000
20250616,010420,KR7010420008,한솔PNS,KOSPI,1871,1,.05,1870,1876,1870,101525,189878076,20493012,38342425452
20250616,010470,KR7010470003,오리콤,KOSDAQ,6270,0,0,6270,6300,6160,28644,178356245,11975050,75083563500
20250616,010580,KR7010580009,에스엠벡셀,KOSPI,1725,54,3.23,1763,1985,1700,15224981,28187113697,111251760,191909286000
20250616,010600,KR7010600005,웰바이오텍,KOSPI,545,0,0,0,0,0,0,0,90923407,49553256815
20250616,010620,KR7010620003,HD현대미포,KOSPI,188400,4400,2.39,183900,190600,183600,457624,85461932700,39942149,7525100871600
20250616,010640,KR7010640001,진양폴리,KOSPI,4030,10,.25,3990,4045,3990,47952,192574380,10000000,40300000000
20250616,010660,KR7010660009,화천기계,KOSPI,5100,40,.79,5060,5200,4930,339969,1714757885,22000000,112200000000
20250616,010690,KR7010690006,화신,KOSPI,8550,210,2.52,8210,8600,8100,139626,1167380260,34920410,298569505500
20250616,010770,KR7010770006,평화홀딩스,KOSPI,4745,-25,-.52,4740,4845,4540,393841,1855860555,14625466,69397836170
20250616,010780,KR7010780005,아이에스동서,KOSPI,23000,-250,-1.08,22750,23300,22550,47101,1086084850,30186976,694300448000
20250616,010820,KR7010820009,퍼스텍,KOSPI,4140,-160,-3.72,4440,4440,4055,3184057,13289885822,48771938,201915823320
20250616,010950,KR7010950004,S-Oil,KOSPI,63700,0,0,65600,65700,62000,799767,50602563450,112582792,7171523850400
20250616,010955,KR7010951002,S-Oil우,KOSPI,41300,0,0,42150,42150,40600,28756,1181302100,4021927,166105585100
20250616,010960,KR7010960003,삼호개발,KOSPI,3635,40,1.11,3555,3645,3555,101367,364976508,25000000,90875000000
20250616,011000,KR7011000007,진원생명과학,KOSPI,2590,-140,-5.13,2730,2735,2545,1299964,3369033440,84917083,219935244970
20250616,011040,KR7011040003,경동제약,KOSDAQ,5930,-10,-.17,5940,6000,5900,28034,166573565,30768766,182458782380
20250616,011070,KR7011070000,LG이노텍,KOSPI,143400,-900,-.62,145100,145100,140100,159448,22630584700,23667107,3393863143800
20250616,011080,KR7011080009,형지I&C,KOSDAQ,976,25,2.63,950,992,925,2932614,2835275175,42313608,41298081408
20250616,011090,KR7011090008,에넥스,KOSPI,642,-16,-2.43,657,661,638,293843,190154964,59991641,38514633522
20250616,011150,KR7011150000,CJ씨푸드,KOSPI,3020,30,1,2985,3040,2945,275787,826445601,35930773,108510934460
20250616,011155,KR7011151008,CJ씨푸드1우,KOSPI,17920,10,.06,17910,18000,17910,756,13534500,200000,3584000000
20250616,011170,KR7011170008,롯데케미칼,KOSPI,64900,400,.62,64300,65300,63100,94211,6074694100,42775419,2776124693100
20250616,011200,KR7011200003,HMM,KOSPI,24300,100,.41,25000,25350,23550,5246933,127182817550,1025039496,24908459752800
20250616,011210,KR7011210002,현대위아,KOSPI,46000,700,1.55,46050,46200,44600,72916,3334271275,27195083,1250973818000
20250616,011230,KR7011230000,삼화전자,KOSPI,4590,10,.22,4580,4670,4355,206409,937405705,16902700,77583393000
20250616,011280,KR7011280005,태림포장,KOSPI,2205,0,0,2175,2205,2150,85047,184431740,70805940,156127097700
20250616,011300,KR7011300001,성안머티리얼스,KOSPI,489,7,1.45,482,498,460,424762,203765040,155617675,76097043075
20250616,011320,KR7011320009,유니크,KOSDAQ,3910,15,.39,3895,3910,3800,53607,207004710,19320695,75543917450
20250616,011330,KR7011330008,유니켐,KOSPI,1467,-26,-1.74,1493,1536,1395,290397,423148810,97279846,142709534082
20250616,011370,KR7011370004,서한,KOSDAQ,911,6,.66,911,917,899,125234,113506121,100894865,91915222015
20250616,011390,KR7011390002,부산산업,KOSPI,111700,-1100,-.98,110100,113000,103300,29371,3203133200,1056000,117955200000
20250616,011420,KR7011420007,갤럭시아에스엠,KOSPI,2690,110,4.26,2605,2740,2570,2419291,6453447176,27549644,74108542360
20250616,011500,KR7011500006,한농화성,KOSPI,14770,-40,-.27,14800,14830,14560,69231,1017779555,15637042,230959110340
20250616,011560,KR7011560000,세보엠이씨,KOSDAQ,11890,410,3.57,11480,11900,11210,48995,567215840,10530000,125201700000
20250616,011690,KR7011690005,와이투솔루션,KOSPI,3045,35,1.16,2980,3077,2950,378693,1147633483,36574394,111369029730
20250616,011700,KR7011700002,한신기계,KOSPI,3835,160,4.35,3705,3895,3605,2396922,9037632600,32446151,124430989085
20250616,011760,KR7011760006,현대코퍼레이션,KOSPI,28250,900,3.29,27000,28450,26650,115420,3158646050,13228966,373718289500
